,Unnamed: 0,text
5731,5731,destined to a stormy career founded in  under the leadership of
5732,5732,of fortune from ohio they had migrated into missouri where they were
5733,5733,set upon and beaten some of them were murdered by indignant neighbors
5734,5734,then shot by a mob having raised up a cloud of enemies on account of
5735,5735,both their religious faith and their practice of allowing a man to have
5736,5736,of kansasinto the forlorn desert where the wicked would cease from
5737,5737,he found a suitable spot overlooking the salt lake valley returning to
5738,5738,and in one mighty wagon caravan they all went to their distant haven
5739,5739,brigham young and his economic systemin brigham young the mormons
5740,5740,had a leader of remarkable power who gave direction to the redemption of
5741,5741,verily he did it he firmly shaped the enterprise of the colony along
5742,5742,hand and giving encouragement to the industrious poor with the other
5743,5743,the line between public and private interest land was given outright to
5744,5744,none should have great advantage over another the purchase of supplies
5745,5745,profits of which went to the common good encountering for the first
5746,5746,mormons surmounted the most perplexing obstacles with astounding skill
5747,5747,they built irrigation works by cooperative labor and granted water
5748,5748,rights to all families on equitable terms
5749,5749,the growth of industriesthough farming long remained the major
5750,5750,company of woolen manufacturers to come with machinery and take the wool
5751,5751,from the sheep and convert it into the best clothes we want a company
5752,5752,of potters we need them the clay is ready and the dishes wanted we
5753,5753,are waiting we have a printing press and any one who can take good
5754,5754,printing and writing paper to the valley will be a blessing to
5755,5755,"themselves and the church"" roads and bridges were built millions were"
5756,5756,spent in experiments in agriculture and manufacturing missionaries at a
5757,5757,huge cost were maintained in the east and in europe an army was kept
5758,5758,for defense against the indians and colonies were planted in the
5759,5759,people had produced nearly half a billion dollars in wealth since the
5760,5760,coming of the vanguard
5761,5761,polygamy forbiddenthe hope of the mormons that they might forever
5762,5762,of farmers and artisans belonging to other religious sects came to
5763,5763,settle among them in  the colony was so populous and prosperous
5764,5764,that it was organized into a territory of the united states and brought
5765,5765,under the supervision of the federal government protests against
5766,5766,polygamy were raised in the colony and at the seat of authority three
5767,5767,thousand miles away at washington the new republican party in 
5768,5768,"proclaimed it ""the right and duty of congress to prohibit in the"
5769,5769,due time the mormons had to give up their marriage practices which were
5770,5770,condemned by the common opinion of all western civilization but they
5771,5771,kept their religious faith monuments to their early enterprise are seen
5772,5772,wealth of the church
5773,5773,summary of western development and national politics
